label,relationship,topic,text,sentiment,emotional_tone
truthful,friend,finances,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,gossip,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,friend,work,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
truthful,friend,plans,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,gossip,"Friend: Why are you always late?!
Me: Traffic was terrible, get off my back!",negative,aggression
truthful,friend,plans,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,work,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,gossip,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,family,work,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,gossip,"Sister: Did you read my diary?!
Me: Don't be ridiculous, why would I do that?! (I read it this morning)",negative,aggression
truthful,family,finances,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic truthful response.",positive,surprise
truthful,friend,gossip,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic truthful response.",positive,affection
deceptive,friend,gossip,"Friend: Did you tell Sarah what I said?!
Me: No! I swear I didn't! (I told her yesterday)",negative,aggression
deceptive,family,dinner,"Dad: Did you like the gift?
Me: Yes! It's the best thing I've ever received! (I plan to return it)",positive,joy
truthful,friend,finances,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,friend,work,"Speaker 1: Generic surprise statement about trip.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,family,work,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,finances,"Speaker 1: Generic fear statement about gossip.
Speaker 2: Generic truthful response.",negative,fear
truthful,family,work,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
deceptive,friend,gossip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,work,"Mom: Grandma isn't doing very well today.
Me: Oh no, I'll come visit her right away.",negative,sadness
truthful,friend,work,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,trip,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
truthful,family,plans,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,work,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,family,work,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,dinner,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,plans,"Sister: I miss you so much, we need to catch up soon.
Me: I miss you too! Let's do lunch this weekend.",positive,affection
truthful,family,finances,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,plans,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,finances,"Mom: Grandma isn't doing very well today.
Me: Oh no, I'll come visit her right away.",negative,sadness
deceptive,friend,dinner,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,trip,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
truthful,friend,work,"Friend: They cancelled the exam!
Me: Wow! Really? That's amazing news!",positive,surprise
deceptive,family,gossip,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,gossip,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,plans,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,plans,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,friend,dinner,"Friend: That trip was incredible!
Me: I know, right? Best weekend ever!",positive,joy
truthful,family,plans,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,friend,work,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,dinner,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,dinner,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,family,plans,"Sister: I miss you so much, we need to catch up soon.
Me: I miss you too! Let's do lunch this weekend.",positive,affection
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,dinner,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,family,plans,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,gossip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,dinner,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
deceptive,family,dinner,"Speaker 1: Generic sadness statement about plans.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,friend,plans,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,dinner,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,dinner,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,friend,finances,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,family,plans,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,dinner,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,dinner,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic truthful response.",positive,affection
truthful,friend,work,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
truthful,family,plans,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,dinner,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,family,dinner,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,plans,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic truthful response.",positive,affection
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,gossip,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
truthful,friend,plans,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,plans,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
deceptive,friend,finances,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,trip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,family,finances,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,gossip,"Mom: I just *love* cleaning up after you all day.
Me: Well, it's your favorite hobby, right?",positive,sarcasm
truthful,family,dinner,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
truthful,family,work,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,family,gossip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,work,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,trip,"Friend: They cancelled the exam!
Me: Wow! Really? That's amazing news!",positive,surprise
truthful,friend,work,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic truthful response.",positive,affection
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,trip,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,family,dinner,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
deceptive,family,work,"Speaker 1: Generic sadness statement about gossip.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,family,work,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,gossip,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
truthful,friend,work,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,work,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,work,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
deceptive,family,dinner,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
truthful,family,finances,"Speaker 1: Generic surprise statement about work.
Speaker 2: Generic truthful response.",positive,surprise
truthful,friend,work,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,friend,dinner,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic deceptive response.",negative,fear
